,0,neg,neu,pos,compound
2789,['Hamilton wins in Mexico but must wait for sixth title  '],0.0,0.81,0.19,0.3291
2790,['Mozambiques Nyusi retains power after sweeping victory in disputed poll  '],0.194,0.806,0.0,-0.34
2791,['Belgiums first female prime minister officially named  '],0.0,1.0,0.0,0.0
2792,['Trump wins big with Baghdadi death  and intends to milk it  '],0.222,0.568,0.21,-0.0516
2793,['Tennis Federer beats De Minaur for unbelievable 10th Basel title  '],0.0,0.847,0.153,0.2023
2794,['Relentless Liverpool march on United win at Norwich  '],0.0,0.515,0.485,0.765
2795,['Lazard appoints Girodolle CEO of Lazard France  '],0.0,1.0,0.0,0.0
2796,['Football Liverpool battle back to beat Spurs as Manchester United end awayday blues  '],0.149,0.69,0.161,0.0516
2797,['Football Hernandez off the mark as Sevilla beat Getafe  '],0.0,1.0,0.0,0.0
2798,['Hernandez off the mark as Sevilla beat Getafe  '],0.0,1.0,0.0,0.0
2799,['Football Man United overcome penalty woe to see off Norwich  '],0.349,0.482,0.169,-0.4588
2800,['Dashed dreams Profiles of the Vietnamese missing in Britain  '],0.171,0.62,0.209,0.128
2801,['Football Gladbach see off Eintracht to reclaim Bundesliga top spot  '],0.0,0.847,0.153,0.2023
2802,['Football Roma deepen AC Milan crisis with crucial victory in the capital  '],0.255,0.745,0.0,-0.6249
2803,['Football Arsenal held to 22 draw by Crystal Palace at home  '],0.0,1.0,0.0,0.0
2804,['Gladbach see off Eintracht to reclaim Bundesliga top spot  '],0.0,0.833,0.167,0.2023
2805,['Roma deepen AC Milan crisis with crucial victory in the capital  '],0.272,0.728,0.0,-0.6249
2806,['Arsenal held to 22 draw by Crystal Palace at home  '],0.0,1.0,0.0,0.0
2807,['Football Liverpool recover from early shock to beat Spurs  '],0.224,0.776,0.0,-0.3818
2808,['Liverpool recover from early shock to beat Spurs  '],0.245,0.755,0.0,-0.3818
2809,['Brazil to lure airlines to fly domestic taking meetings with three carriers  '],0.0,1.0,0.0,0.0
2810,['Trump describes daring US raid as like a movie  '],0.0,0.583,0.417,0.6124
2811,['Balkans suffering very high air pollution  '],0.341,0.659,0.0,-0.4767
2812,['Golf Englands Brown wins maiden title at Portugal Masters  '],0.0,0.709,0.291,0.5719
2813,['Football Chelsea beat West Ham to go top Arsenal down City  '],0.0,0.859,0.141,0.2023
2814,['Chelsea beat West Ham to go top Arsenal down City  '],0.0,0.847,0.153,0.2023
2815,['After Baghdadi raid Syria villagers tell of quiet neighbour  '],0.0,1.0,0.0,0.0
2816,['Football Sluggish Napoli fail to close on leaders with draw at lowly SPAL  '],0.427,0.573,0.0,-0.802
2817,['Shooting at packed Texas college party leaves at least 2 dead  '],0.269,0.562,0.169,-0.3818
2818,['Football Pressure mounts on Cannavaro as Guangzhou held to a draw  '],0.18,0.82,0.0,-0.296
2819,['Football Wolves draw again as Jonny strikes at Newcastle  '],0.217,0.783,0.0,-0.3612
2820,['Thousands rally in Catalan counterprotest  '],0.0,1.0,0.0,0.0
2821,['Man arrested after 2 women found dead at Commonwealth Avenue  '],0.481,0.519,0.0,-0.8126
2822,['Longlost Italian Renaissance painting sells for 24 million euros  '],0.0,1.0,0.0,0.0
2823,['Football Granada new boys win again to top La Liga ahead of Barcelona  '],0.0,0.682,0.318,0.6808
2824,['Football Sociedad go level with leaders Barca after edging past Celta  '],0.0,1.0,0.0,0.0
2825,['Chinas industrial profits fall 53 in Sept as trade war toll mounts  '],0.219,0.618,0.163,-0.25
2826,['Formula 1 Hamilton reveals he has messaged Bono for help  '],0.0,0.769,0.231,0.4019
2827,['Tennis Federer beats De Minaur for 10th Basel title  '],0.0,1.0,0.0,0.0
2828,['Golf Koreas Ko named LPGA Tour Player of the Year after landmark season  '],0.0,0.909,0.091,0.0772
2829,['Man arrested after 2 women found dead at Commonwealth Avenue  '],0.481,0.519,0.0,-0.8126
2830,['Brazil working to bring Boeing 737 MAX plane back into service this year  '],0.0,1.0,0.0,0.0
2831,['Tennis Barty takes opening WTA Finals win to seal top spot in rankings  '],0.0,0.682,0.318,0.6808
2832,['Rugby Springbok brawn broken Welsh hearts  and Tom Joness lament  '],0.404,0.596,0.0,-0.7269
2833,['JUST IN Man 22 arrested after 2 women found dead at Commonwealth Avenue police have classified the case as murd '],0.291,0.709,0.0,-0.8126
2834,['Baghdadi The Ghost Islamic State chief who oversaw its rise and fall  '],0.161,0.839,0.0,-0.3182
2835,['Granada new boys win again to top La Liga ahead of Barcelona  '],0.0,0.663,0.337,0.6808
2836,['Baghdadi The Ghost Islamic State chief who oversaw its rise and fall  '],0.161,0.839,0.0,-0.3182
2837,['Athletics Double world champ Hassan seeks new coach after Salazar ban  '],0.216,0.599,0.186,-0.128
2838,['Barty takes opening WTA Finals win to seal top spot in rankings  '],0.0,0.663,0.337,0.6808
2839,['Celebrations at Uluru after climbers permanently banned  '],0.3,0.7,0.0,-0.4588
2840,['Sociedad go level with leaders Barca after edging past Celta  '],0.0,1.0,0.0,0.0
2841,['Koreas Ko named LPGA Tour Player of the Year after landmark season  '],0.0,0.902,0.098,0.0772
2842,['Rallying Estonian Tanak wins world championship  '],0.0,0.431,0.569,0.765
2843,['Rugby Springbok brawn broken Welsh hearts and Tom Joness lament  '],0.404,0.596,0.0,-0.7269
2844,['Islamic State leader Abu Bakr alBaghdadi dead US President Donald Trump  '],0.281,0.719,0.0,-0.6486
2845,['JUST IN Islamic State leader Abu Bakr alBaghdadi is dead US President Donald Trump confirms '],0.223,0.777,0.0,-0.6486
2846,['UBS wants new recruit Khan to drop criminal complaint over spying paper  '],0.435,0.565,0.0,-0.7717
2847,['Rugby South Africas Pollard breaks Welsh hearts in World Cup semifinal  '],0.0,1.0,0.0,0.0
2848,['Cycling Froome rides in Japan before heading to the rugby  '],0.0,1.0,0.0,0.0
2849,['Iraq students join protests as pressure on government swells  '],0.308,0.526,0.165,-0.2263
2850,['Pope demands predators stop plundering the Earth  '],0.239,0.761,0.0,-0.296
2851,['Vietnam police take DNA from relatives of suspected truck victims  '],0.318,0.682,0.0,-0.4939
2852,['Lebanon protesters to form nationwide human chain  '],0.213,0.787,0.0,-0.2263
2853,['Pope demands predators stop plundering the Earth  '],0.239,0.761,0.0,-0.296
2854,['Golf Tiger on brink of PGA Tour win record as play suspended in Japan  '],0.146,0.563,0.291,0.4767
2855,['Golf Koreas Jang clinches Busan LPGA in playoff nailbiter  '],0.0,1.0,0.0,0.0
2856,['IN PICTURES Police fire tear gas at Hong Kong protesters who gathered for an unauthorised rally at Tsim Sha Tsui '],0.185,0.815,0.0,-0.5106
2857,['Islamic State leader Abu Bakr alBaghdadi killed in Syria by US forces Reports  '],0.257,0.743,0.0,-0.6705
2858,['China should ease regulations for foreign financial institutions HSBC executive  '],0.0,0.8,0.2,0.3612
2859,['Iraq deploys counterterrorism forces to protect Baghdad buildings  '],0.0,0.755,0.245,0.3818
2860,['China should ease regulations for foreign financial institutions  HSBC executive  '],0.0,0.8,0.2,0.3612
2861,['Islamic State leader Baghdadi reportedly killed in Syria by US forces  '],0.29,0.71,0.0,-0.6705
2862,['Tiger Woods three shots clear of Matsuyama as Snead mark beckons  '],0.0,0.809,0.191,0.3818
2863,['Sabalenka reigns supreme in China again to lift WTA Elite Trophy  '],0.0,0.753,0.247,0.5574
2864,['Awed Woodward raves about Farrell and Itoje  '],0.0,1.0,0.0,0.0
2865,['Suck it up says Hansen as devastated All Blacks look forward  '],0.267,0.733,0.0,-0.6124
2866,['Boxing Stevenson seizes title in grudge match against his sweethearts brother  '],0.0,0.743,0.257,0.5859
2867,['Hong Kong riot police fire tear gas during clashes with protesters in Tsim Sha Tsui  '],0.378,0.622,0.0,-0.7845
2868,['Cricket Warners birthday T20 ton as Australia slam Sri Lanka  '],0.206,0.794,0.0,-0.3818
2869,['Dread builds in Vietnam over fate of missing migrants to the UK  '],0.155,0.845,0.0,-0.296
2870,['Hong Kong riot police gather ahead of Tsim Sha Tsui protest  '],0.359,0.641,0.0,-0.6808
2871,['Australia kick off home summer with Sri Lanka rout  '],0.0,1.0,0.0,0.0
2872,['Dread builds in Vietnam over fate of missing UK migrants  '],0.18,0.82,0.0,-0.296
2873,['Beijing to hold first 2022 test event in February  '],0.0,1.0,0.0,0.0
2874,['England did not sneak up on New Zealand says emotional Hansen  '],0.0,0.873,0.127,0.1531
2875,['Kashmir row sparks Malaysia India palm oil tensions  '],0.252,0.748,0.0,-0.4019
2876,['Commentary Thugs with strongarm debt collection tactics Vietnams misunderstood informal credit sector '],0.28,0.571,0.149,-0.3182
2877,['Commentary Heres what youths say helped them cope with their parents divorce  '],0.0,1.0,0.0,0.0
2878,['Woods builds threeshot lead over Matsuyama after third round  '],0.0,1.0,0.0,0.0
2879,['Scenes from Ang Mo Kio Avenue 6 after police found a 63yearold man dead this morning P '],0.235,0.765,0.0,-0.6486
2880,['New Zealand coach Hansen heading for the door as new era begins  '],0.0,1.0,0.0,0.0
2881,['England call up scrumhalf Spencer for shock World Cup final berth  '],0.191,0.809,0.0,-0.3818
2882,['63yearold man found dead in Ang Mo Kio woman arrested  '],0.451,0.549,0.0,-0.8126
2883,['Lethwei is known as the Art of the Nine Limbs  its ancient violent and bloody Does it need to change to go main '],0.236,0.764,0.0,-0.7783
2884,['China passes cryptography law as gears up for digital currency  '],0.0,1.0,0.0,0.0
2885,['North Korea warns US not to exploit close TrumpKim ties  '],0.12,0.769,0.111,-0.0268
2886,['Chinas industrial profits fall 53 in September  '],0.0,0.707,0.293,0.4404
2887,['Beijings new US63b megaairport begins international flights  '],0.0,1.0,0.0,0.0
2888,['Chinas industrial profits fall 53per cent in September  '],0.0,0.734,0.266,0.4404
2889,['Yamahas Vinales takes pole in Australia  '],0.0,1.0,0.0,0.0
2890,['Selena Gomez is ready to love again after two years of being super super single  '],0.0,0.453,0.547,0.9382
2891,['No reverse grid F1 qualifying races in 2020 says Brawn  '],0.0,1.0,0.0,0.0
2892,['Notorious Australian serial killer Ivan Milat dies  '],0.381,0.619,0.0,-0.6486
2893,['Looming storm could cloud NWSLs day in the sun  '],0.0,1.0,0.0,0.0
2894,['Figure skating  Russias Trusova dominates in Skate Canada win  '],0.0,0.615,0.385,0.6124
2895,['Courage plot to stop Chicagos Kerr in NWSL championship game  '],0.156,0.638,0.206,0.1779
2896,['Verstappen pays the price for failing to slow  '],0.292,0.708,0.0,-0.5106
2897,['Borges scores then sent off as Forge edge Cavalry  '],0.0,1.0,0.0,0.0
2898,['Formula 1 Verstappen penalised three places loses Mexico GP pole  '],0.204,0.796,0.0,-0.3182
2899,['Football Santos held at Corinthians as title hopes slip away  '],0.0,0.781,0.219,0.4215
2900,['French luxury group LVMH offers to buy US jeweler Tiffany  '],0.0,1.0,0.0,0.0
2901,['Breaking free from his shades of grey The visually impaired makeup artist  '],0.0,0.71,0.29,0.5423
2902,['McDonalds plans to sell more Big Macs by becoming a saltier greasier version of Amazon  '],0.0,0.892,0.108,0.1779
2903,['Bangkok freehold property Hotelstyle apartments atop a luxury shopping mall  '],0.0,0.841,0.159,0.1779
2904,['How even a little exercise could help you avoid many types of cancer  '],0.347,0.525,0.128,-0.6326
2905,['Santos held at Corinthians as title hopes slip away  '],0.0,0.763,0.237,0.4215
2906,['French luxury group LVMH offers to buy US jeweler Tiffany sources  '],0.0,1.0,0.0,0.0
2907,['People who feel younger are healthier than those who feel older say experts  '],0.0,1.0,0.0,0.0
2908,['More megamalls are being built in Johor Bahru but how viable are they in the long term  '],0.0,1.0,0.0,0.0
2909,['From Myanmar with blood The Singaporean fighting tradition to take the martial art of lethwei to the world '],0.122,0.878,0.0,-0.3612
2910,['Commentary In Englishspeaking Singapore children face huge obstacles in mastering mother tongue '],0.164,0.692,0.145,-0.0772
2911,['Lawmakers hear from corroborating witness in Trump impeachment probe  '],0.0,1.0,0.0,0.0
2912,['Football Costa left out as Morata on target again in Atletico victory  '],0.0,1.0,0.0,0.0
2913,['Football Wolves Boly suffers suspected ankle fracture in training  '],0.385,0.615,0.0,-0.6124
2914,['Wolves Boly suffers suspected ankle fracture in training  '],0.417,0.583,0.0,-0.6124
2915,['Atletico return to winning ways to move level with leaders Barca  '],0.0,0.764,0.236,0.5267
2916,['Thousands protest sentences in Basque bar brawl trial  '],0.196,0.686,0.118,-0.2023
2917,['Rallying  Tanak poised to end the Sebastien era  '],0.0,0.8,0.2,0.25
2918,['Ethiopia PM Abiy warns ethnic violence could worsen  '],0.595,0.405,0.0,-0.8316
2919,['First woman named as Belgian prime minister  '],0.0,1.0,0.0,0.0
2920,['Facebook takes down false ad from PAC on Republican Graham  '],0.0,1.0,0.0,0.0
2921,['Formula 1 Verstappen takes pole as Bottas crashes  '],0.0,1.0,0.0,0.0
2922,['Man City close gap at the top Pulisic treble helps Chelsea win  '],0.0,0.549,0.451,0.802
2923,['New Zealand teenager Robinson stuns Shiffrin in World Cup opener  '],0.0,0.901,0.099,0.0258
2924,['Football Pulisic blasts treble as Chelsea batter Burnley  '],0.0,1.0,0.0,0.0
2925,['Football Inter let Juventus off the hook as tired Ronaldo stays home  '],0.195,0.805,0.0,-0.4404
2926,['Pulisic treble helps Chelsea to 42 win at Burnley  '],0.0,0.556,0.444,0.7506
2927,['Inter Milan fumble chance to go top as Parma battle to draw  '],0.159,0.61,0.232,0.0516
2928,['Pope ending synod says will relaunch study of women deacons  '],0.0,1.0,0.0,0.0
2929,['Federer ousts Tsitsipas in Basel semis for 50th win of the season  '],0.0,0.759,0.241,0.5859
2930,['Tennis Ninetime champion Federer into 15th Swiss Indoors final  '],0.0,0.698,0.302,0.5994
2931,['Chilean President Pinera to shake up cabinet amid protests  '],0.31,0.69,0.0,-0.3818
2932,['Renault F1 boss optimistic team will stay beyond 2020  '],0.0,0.796,0.204,0.3182
2933,['Motor racing Leclerc keeps Ferrari on top in final Mexican practice  '],0.0,0.859,0.141,0.2023
2934,['Football Fosters heroics see Watford hold Bournemouth to goalless draw  '],0.0,0.746,0.254,0.5267
2935,['Football Late Digne own goal gives Brighton thrilling 32 win over Everton  '],0.0,0.615,0.385,0.7845
2936,['Lewandowski on target again as Bayern go back on top  '],0.0,0.847,0.153,0.2023
2937,['Late Digne own goal gives Brighton thrilling 32 win over Everton  '],0.0,0.592,0.408,0.7845
2938,['Fosters heroics see Watford hold Bournemouth to goalless draw  '],0.0,0.726,0.274,0.5267
2939,['Sheffield United go seventh after draw at West Ham  '],0.0,0.763,0.237,0.4215
2940,['Turkey will clear Syria border area of Kurdish fighters if Russia fails to act Erdogan  '],0.204,0.663,0.133,-0.1027
2941,['Two killed 26 wounded as protests flare again in Iraq  '],0.416,0.584,0.0,-0.7506
2942,['Chilean President Pinera calls for cabinet reshuffle amid Chile protests  '],0.16,0.84,0.0,-0.2263
2943,['Football Schalke and Dortmund share points in goalless Ruhr valley derby  '],0.0,0.833,0.167,0.296
2944,['Football Lecce halt Juventus winning run with shock Serie A draw  '],0.173,0.6,0.227,0.2023
2945,['Formula 1 Brexit no deal would harm team says Mercedes chief Wolff  '],0.363,0.637,0.0,-0.6908
2946,['Football Lewandowski makes history after scoring in first nine Bundesliga games  '],0.0,1.0,0.0,0.0
2947,['Activists gear up for weekend of mass protest in Barcelona  '],0.167,0.833,0.0,-0.25
2948,['Lecce halt Juventus winning run with shock Serie A draw  '],0.186,0.571,0.243,0.2023
2949,['Millions face power cuts as California fires spread  '],0.216,0.784,0.0,-0.296
2950,['Argentines in shadow of crisis weigh vote for change ahead of Sunday ballot  '],0.24,0.76,0.0,-0.6249
2951,['Devastated Vietnamese pray for relatives missing in UK  '],0.191,0.609,0.2,0.0258
2952,['Football Secondhalf blitz helps Man City earn 30 win over Villa  '],0.0,0.61,0.39,0.7506
2953,['Vietnam PM orders probe into human trafficking allegations in UK truck deaths  '],0.0,1.0,0.0,0.0
2954,['Rugby Bigboy pants for All Blacks after stinging England defeat  '],0.231,0.769,0.0,-0.4588
2955,['Secondhalf blitz helps Man City earn 30 win over Villa  '],0.0,0.584,0.416,0.7506
2956,['High stakes for army as protests engulf Lebanon  '],0.192,0.808,0.0,-0.2263
2957,['Trump hits Thai seafood industry over worker rights  '],0.0,1.0,0.0,0.0
2958,['IN PICTURES Hundreds of healthcare professionals rally alongside masked antigovernment demonstrators in Hong Kong '],0.0,1.0,0.0,0.0
2959,['Bangladesh opener Iqbal pulls out of India tour  '],0.0,1.0,0.0,0.0
2960,['Bertens battles past wildcard Zheng to reach WTA Elite Trophy final  '],0.19,0.73,0.08,-0.3612
